user_id,event_type,event_date
19,feature_A,2024-02-24
19,feature_A,2024-03-07
19,feature_A,2024-03-12
19,login,2024-03-08
20,feature_A,2024-02-10
20,login,2024-01-24
20,feature_B,2024-01-10
20,feature_A,2024-02-20
20,feature_C,2024-02-16
20,login,2024-01-13
20,feature_B,2024-02-12
20,feature_C,2024-02-06
20,feature_B,2024-02-04
20,login,2024-01-18
20,feature_C,2024-01-23
20,login,2024-01-14
20,feature_C,2024-02-01
20,login,2024-01-11
21,feature_B,2024-02-03
21,feature_A,2024-01-30
21,feature_C,2024-02-01
21,feature_A,2024-03-03
21,feature_C,2024-02-27
22,feature_B,2024-02-20
22,feature_C,2024-02-29
22,login,2024-02-11
22,login,2024-03-02
22,feature_A,2024-02-05
22,login,2024-02-08
22,feature_A,2024-02-02
22,login,2024-02-03
22,login,2024-02-02
22,feature_C,2024-02-18
23,feature_C,2024-03-17
23,login,2024-02-26
23,feature_B,2024-02-22
23,feature_B,2024-03-24
23,feature_C,2024-03-23
23,feature_A,2024-02-12
23,feature_A,2024-02-24
23,login,2024-03-06
23,feature_A,2024-03-13
23,feature_A,2024-03-20
23,feature_A,2024-02-25
23,login,2024-02-12
23,feature_B,2024-02-18
23,feature_B,2024-03-17
24,feature_C,2024-02-28
24,feature_B,2024-04-05
24,feature_C,2024-04-05
24,feature_C,2024-03-09
24,login,2024-03-20
24,login,2024-03-30
24,feature_B,2024-03-19
24,feature_B,2024-03-30
24,login,2024-02-22
24,login,2024-03-06
25,feature_B,2024-03-30
25,login,2024-03-23
25,feature_C,2024-02-27
25,feature_C,2024-03-20
25,feature_A,2024-03-04
25,feature_C,2024-03-24
25,feature_C,2024-03-27
25,feature_C,2024-02-21
25,feature_C,2024-03-09
25,feature_B,2024-03-08
25,login,2024-03-29
25,feature_B,2024-02-26
25,feature_C,2024-03-13
25,feature_C,2024-03-05
25,login,2024-03-22
26,feature_B,2024-02-09
26,feature_B,2024-02-20
26,feature_C,2024-02-11
26,login,2024-03-07
26,feature_C,2024-03-17
26,login,2024-03-01
26,feature_B,2024-02-16
26,feature_C,2024-03-14
26,feature_C,2024-03-15
26,feature_A,2024-02-07
27,feature_A,2024-04-04
27,feature_C,2024-03-18
27,feature_C,2024-04-13
27,login,2024-03-07
27,feature_A,2024-04-09
27,feature_A,2024-04-14
27,login,2024-03-19
28,login,2024-02-01
28,login,2024-01-20
28,login,2024-02-04
28,feature_A,2024-02-16
28,feature_B,2024-02-06
28,feature_B,2024-02-07
28,feature_C,2024-02-01
28,feature_A,2024-02-05
28,feature_A,2024-02-04
28,feature_A,2024-01-30
28,feature_A,2024-02-13
29,feature_C,2024-03-11
29,feature_B,2024-03-15
29,feature_B,2024-02-23
29,feature_C,2024-03-13
30,feature_C,2024-03-05
30,feature_B,2024-02-28
30,feature_C,2024-03-12
30,feature_B,2024-03-06
30,feature_A,2024-02-18
31,feature_A,2024-03-10
31,login,2024-03-12
31,feature_C,2024-03-06
31,feature_C,2024-03-31
31,feature_A,2024-03-10
31,login,2024-03-17
31,feature_B,2024-02-23
31,feature_C,2024-02-21
31,feature_C,2024-02-21
31,feature_A,2024-02-15
31,feature_A,2024-03-12
31,feature_C,2024-02-19
32,feature_B,2024-01-19
32,feature_C,2024-02-11
32,login,2024-02-13
32,feature_C,2024-01-24
32,feature_C,2024-01-23
32,login,2024-02-06
32,login,2024-02-11
32,feature_B,2024-01-18
32,login,2024-01-17
32,login,2024-01-30
32,login,2024-02-12
32,feature_A,2024-01-31
32,feature_B,2024-02-16
32,login,2024-01-04
32,login,2024-01-23
33,feature_B,2024-03-12
33,feature_A,2024-03-17
33,feature_C,2024-03-05
33,feature_A,2024-03-26
33,feature_A,2024-02-29
33,feature_C,2024-02-24
33,feature_A,2024-03-29
34,feature_A,2024-02-12
34,feature_C,2024-01-20
34,feature_B,2024-02-15
34,feature_B,2024-02-04
34,login,2024-02-17
34,feature_B,2024-02-04
34,feature_A,2024-02-18
34,feature_C,2024-01-10
34,feature_B,2024-01-28
34,feature_C,2024-02-15
35,feature_C,2024-03-12
35,feature_A,2024-03-15
35,feature_C,2024-03-20
35,feature_A,2024-03-02
35,feature_B,2024-03-20
35,feature_B,2024-04-01
35,feature_B,2024-04-09
35,feature_C,2024-02-26
35,login,2024-03-13
35,login,2024-04-01
35,feature_C,2024-04-03
35,feature_A,2024-03-14
35,feature_B,2024-04-03
35,feature_A,2024-03-10
36,feature_A,2024-02-10
36,login,2024-03-05
36,login,2024-03-05
36,feature_C,2024-02-13
36,feature_B,2024-01-27
36,login,2024-02-02
36,feature_B,2024-02-12
36,feature_A,2024-02-20
36,feature_A,2024-02-06
36,feature_B,2024-02-28
36,feature_B,2024-02-27
36,feature_B,2024-02-04
37,feature_B,2024-02-17
37,feature_C,2024-02-06
37,feature_A,2024-02-03
37,feature_C,2024-02-13
37,feature_B,2024-03-05
37,feature_C,2024-02-04
37,feature_B,2024-01-30
37,login,2024-03-04
37,feature_B,2024-02-28
37,feature_B,2024-03-13
38,feature_B,2024-02-04
38,feature_A,2024-01-17
38,login,2024-02-10
38,feature_B,2024-02-19
38,feature_A,2024-02-19
38,login,2024-02-21
38,feature_C,2024-02-20
38,feature_B,2024-02-24
38,feature_C,2024-02-21
38,feature_A,2024-01-18
38,login,2024-01-13
38,feature_C,2024-01-30
39,feature_A,2024-01-29
39,feature_A,2024-02-26
39,feature_C,2024-02-16
39,feature_C,2024-02-15
40,feature_C,2024-02-21
40,login,2024-03-24
40,feature_C,2024-03-14
40,login,2024-02-29
40,feature_B,2024-03-27
40,feature_C,2024-02-25
40,feature_A,2024-03-11
40,login,2024-03-06
40,feature_B,2024-03-26
40,feature_B,2024-03-17
40,feature_C,2024-02-15
40,feature_A,2024-02-29
41,login,2024-03-14
41,feature_A,2024-03-27
41,login,2024-03-26
41,feature_B,2024-02-17
42,feature_A,2024-02-16
42,feature_A,2024-02-12
42,feature_A,2024-03-16
42,feature_B,2024-02-22
42,login,2024-02-17
42,feature_A,2024-02-25
43,feature_B,2024-03-09
43,login,2024-02-15
43,login,2024-03-17
43,login,2024-02-12
43,feature_A,2024-02-26
44,login,2024-01-31
44,feature_B,2024-01-22
44,feature_A,2024-01-14
44,login,2024-02-06
44,feature_C,2024-01-15
44,feature_B,2024-02-08
44,login,2024-02-12
44,feature_A,2024-02-08
44,login,2024-02-19
44,feature_B,2024-02-22
44,login,2024-02-09
44,feature_C,2024-01-14
45,login,2024-02-21
45,feature_C,2024-02-25
45,login,2024-01-29
45,feature_A,2024-02-14
45,feature_A,2024-01-29
45,feature_B,2024-02-11
45,feature_B,2024-02-18
45,feature_C,2024-02-23
45,login,2024-01-31
46,feature_A,2024-04-10
46,feature_C,2024-03-27
46,feature_C,2024-03-14
46,feature_C,2024-03-21
46,feature_C,2024-03-25
46,feature_B,2024-03-06
46,feature_B,2024-03-27
46,feature_B,2024-04-11
46,feature_A,2024-03-23
46,feature_C,2024-04-12
46,login,2024-03-04
46,login,2024-03-05
46,login,2024-03-27
47,feature_A,2024-03-07
47,login,2024-03-19
47,feature_B,2024-03-21
47,login,2024-03-26
47,feature_B,2024-03-10
47,feature_C,2024-03-26
47,feature_B,2024-02-16
47,feature_B,2024-03-22
47,login,2024-03-06
47,feature_A,2024-03-20
47,feature_C,2024-02-22
47,login,2024-02-27
47,feature_B,2024-03-06
47,feature_B,2024-02-20
48,feature_C,2024-03-08
48,login,2024-03-29
48,feature_B,2024-04-01
48,feature_A,2024-02-24
48,feature_B,2024-03-11
48,feature_B,2024-03-15
48,feature_A,2024-02-23
48,feature_C,2024-03-03
48,feature_A,2024-02-27
48,login,2024-04-03
48,feature_A,2024-02-28
48,feature_C,2024-03-18
49,feature_A,2024-02-05
49,feature_B,2024-02-07
49,login,2024-02-04
49,feature_A,2024-01-18
49,login,2024-01-25
49,login,2024-02-27
49,feature_C,2024-02-01
49,feature_C,2024-02-26
49,feature_C,2024-02-15
49,feature_B,2024-02-10
50,login,2024-03-24
50,feature_C,2024-03-14
50,feature_B,2024-02-28
50,feature_C,2024-04-04
50,feature_B,2024-03-25
50,feature_A,2024-02-23
51,login,2024-03-04
51,feature_A,2024-01-26
51,feature_A,2024-02-14
51,feature_B,2024-02-03
51,feature_B,2024-02-13
51,login,2024-02-02
51,feature_C,2024-02-26
51,feature_A,2024-02-06
51,feature_A,2024-02-19
52,feature_B,2024-02-09
52,feature_C,2024-01-09
52,feature_C,2024-01-07
52,feature_C,2024-01-06
52,feature_B,2024-01-09
52,feature_C,2024-02-10
52,feature_C,2024-02-10
52,feature_C,2024-02-19
52,login,2024-01-23
52,login,2024-01-30
52,feature_A,2024-01-25
53,feature_C,2024-04-07
53,feature_B,2024-04-12
53,feature_C,2024-03-04
53,feature_A,2024-03-05
53,feature_C,2024-03-26
53,login,2024-04-01
53,feature_B,2024-03-24
53,feature_A,2024-03-20
53,feature_A,2024-03-20
53,login,2024-03-03
53,feature_A,2024-04-01
53,feature_B,2024-03-21
53,feature_A,2024-04-09
53,login,2024-03-14
53,feature_B,2024-03-08
54,feature_A,2024-01-25
54,login,2024-02-24
54,feature_C,2024-01-25
54,feature_C,2024-02-12
54,feature_B,2024-02-26
54,feature_B,2024-02-23
55,login,2024-02-23
55,feature_C,2024-02-25
55,feature_B,2024-03-06
55,login,2024-02-12
55,login,2024-02-17
56,feature_C,2024-02-08
56,login,2024-01-12
56,feature_B,2024-02-02
56,login,2024-01-14
56,feature_C,2024-02-18
56,login,2024-02-08
56,feature_A,2024-02-07
57,feature_C,2024-02-16
57,feature_A,2024-02-10
57,feature_C,2024-01-12
57,feature_B,2024-01-15
57,login,2024-02-23
57,feature_A,2024-02-10
57,feature_A,2024-01-11
57,feature_C,2024-02-23
58,feature_A,2024-03-21
58,feature_B,2024-03-11
58,feature_C,2024-03-06
58,feature_B,2024-03-14
58,login,2024-03-31
58,feature_B,2024-03-28
58,feature_B,2024-02-21
58,feature_C,2024-02-23
58,feature_B,2024-03-06
58,feature_A,2024-03-30
59,feature_A,2024-02-22
59,feature_B,2024-03-10
59,feature_C,2024-03-29
59,login,2024-02-25
59,feature_C,2024-03-07
59,feature_B,2024-03-29
59,login,2024-02-25
59,feature_C,2024-03-29
60,login,2024-03-21
60,feature_B,2024-03-21
60,feature_A,2024-03-09
60,feature_C,2024-03-19
60,feature_A,2024-03-10
60,feature_A,2024-03-06
60,feature_B,2024-03-02
60,login,2024-03-04
60,feature_B,2024-04-09
60,feature_A,2024-04-06
60,feature_C,2024-04-05
61,feature_A,2024-02-03
61,feature_A,2024-03-08
61,login,2024-02-21
61,feature_B,2024-02-19
61,feature_A,2024-03-07
62,feature_B,2024-02-17
62,feature_A,2024-02-06
62,feature_A,2024-02-12
62,feature_C,2024-01-28
62,feature_B,2024-01-21
62,feature_C,2024-02-21
62,feature_B,2024-02-07
62,feature_C,2024-02-02
62,feature_A,2024-01-19
62,feature_A,2024-02-16
63,feature_C,2024-01-09
63,login,2024-01-29
63,login,2024-02-20
63,login,2024-01-24
63,feature_B,2024-01-16
63,feature_A,2024-02-03
63,login,2024-02-02
64,feature_B,2024-03-24
64,feature_C,2024-02-26
64,feature_C,2024-02-28
64,feature_B,2024-03-28
64,feature_C,2024-03-11
64,feature_B,2024-03-01
65,feature_B,2024-01-11
65,feature_B,2024-01-16
65,feature_A,2024-01-19
65,feature_B,2024-01-12
65,feature_A,2024-02-09
65,feature_C,2024-02-24
66,login,2024-03-30
66,login,2024-02-25
66,feature_A,2024-03-07
66,feature_C,2024-02-29
66,feature_B,2024-02-27
66,feature_B,2024-03-06
66,login,2024-02-27
66,feature_C,2024-03-06
66,feature_C,2024-03-31
66,login,2024-02-24
67,login,2024-03-17
67,feature_A,2024-03-19
67,feature_A,2024-03-24
67,feature_C,2024-02-26
67,feature_B,2024-02-08
67,feature_C,2024-02-23
67,login,2024-02-19
67,feature_B,2024-03-12
67,login,2024-02-12
67,feature_C,2024-03-03
68,feature_C,2024-03-05
68,feature_B,2024-02-17
68,feature_B,2024-01-26
69,feature_B,2024-02-12
69,login,2024-02-23
69,feature_B,2024-03-16
69,login,2024-02-16
69,feature_B,2024-03-01
69,feature_A,2024-03-20
69,feature_C,2024-03-22
69,feature_C,2024-03-23
69,feature_A,2024-03-19
69,login,2024-02-16
69,feature_C,2024-03-24
69,feature_B,2024-02-10
69,login,2024-02-20
69,login,2024-02-20
69,feature_B,2024-02-28
70,feature_C,2024-02-28
70,login,2024-02-19
70,feature_A,2024-03-15
70,feature_B,2024-02-21
70,feature_B,2024-02-06
70,login,2024-02-20
70,feature_C,2024-02-26
70,feature_C,2024-02-28
70,feature_B,2024-02-27
70,feature_C,2024-02-14
70,feature_C,2024-03-18
71,feature_B,2024-03-09
71,feature_C,2024-02-10
71,feature_C,2024-02-10
71,feature_A,2024-03-14
71,feature_B,2024-03-10
71,login,2024-02-25
71,feature_B,2024-02-10
71,feature_B,2024-03-18
72,feature_C,2024-03-12
72,feature_C,2024-02-23
72,feature_C,2024-03-06
72,feature_B,2024-02-15
72,feature_C,2024-03-23
72,login,2024-03-01
72,feature_C,2024-02-17
73,feature_A,2024-03-16
73,feature_A,2024-02-14
73,feature_C,2024-03-22
73,feature_A,2024-02-15
73,feature_A,2024-02-17
73,feature_B,2024-03-25
73,feature_C,2024-03-07
73,login,2024-03-20
74,feature_C,2024-02-28
74,feature_B,2024-03-13
74,login,2024-03-18
74,feature_A,2024-03-26
74,feature_B,2024-03-23
74,feature_B,2024-03-15
74,feature_B,2024-03-31
74,login,2024-03-05
74,feature_A,2024-02-20
74,feature_C,2024-03-21
74,login,2024-03-25
74,feature_B,2024-03-06
75,feature_A,2024-02-05
75,feature_B,2024-02-16
75,feature_C,2024-02-21
75,login,2024-01-20
75,login,2024-01-16
75,feature_A,2024-02-05
75,feature_C,2024-02-22
75,feature_B,2024-01-13
75,feature_B,2024-02-19
75,login,2024-02-22
75,feature_B,2024-02-12
75,feature_A,2024-01-27
75,feature_A,2024-02-22
75,feature_A,2024-01-31
76,feature_A,2024-02-09
76,feature_C,2024-02-12
76,feature_B,2024-01-29
76,feature_B,2024-03-03
77,feature_A,2024-03-05
77,login,2024-03-09
77,feature_B,2024-02-03
77,feature_C,2024-02-24
77,feature_C,2024-03-03
77,login,2024-02-25
77,feature_B,2024-02-07
77,login,2024-03-11
77,feature_C,2024-02-27
77,feature_B,2024-03-13
78,feature_A,2024-03-22
78,feature_C,2024-02-24
78,login,2024-03-19
78,feature_A,2024-02-23
78,feature_A,2024-03-06
79,feature_A,2024-02-22
79,feature_B,2024-02-24
79,feature_B,2024-02-07
79,feature_B,2024-02-14
79,feature_B,2024-02-10
80,login,2024-03-07
80,feature_A,2024-03-05
80,feature_A,2024-03-10
80,feature_B,2024-02-12
80,login,2024-03-09
80,login,2024-02-03
80,feature_B,2024-02-04
80,feature_A,2024-03-14
80,feature_C,2024-03-09
80,login,2024-03-12
80,feature_B,2024-03-04
80,feature_B,2024-03-14
81,feature_C,2024-03-11
81,feature_C,2024-03-15
81,login,2024-02-29
81,feature_C,2024-03-06
81,feature_C,2024-03-22
81,feature_A,2024-03-25
81,feature_A,2024-03-17
81,feature_B,2024-03-16
81,feature_C,2024-03-18
81,feature_B,2024-03-04
82,login,2024-03-29
82,feature_A,2024-03-14
82,login,2024-03-23
82,feature_C,2024-03-11
82,feature_A,2024-03-09
82,login,2024-02-29
82,feature_C,2024-03-12
82,feature_C,2024-04-02
82,feature_A,2024-03-09
82,feature_B,2024-03-14
82,feature_A,2024-03-06
83,feature_C,2024-02-11
83,feature_B,2024-02-10
83,login,2024-02-10
83,feature_C,2024-01-15
83,feature_C,2024-02-11
83,feature_A,2024-01-25
83,feature_B,2024-02-16
83,login,2024-01-13
83,feature_C,2024-01-28
83,feature_C,2024-02-17
84,login,2024-03-23
84,feature_C,2024-02-24
84,feature_B,2024-02-26
84,feature_C,2024-03-12
84,login,2024-03-12
84,login,2024-03-14
84,feature_A,2024-03-25
85,feature_B,2024-03-10
85,feature_C,2024-02-08
85,feature_C,2024-03-07
85,feature_B,2024-03-10
85,login,2024-03-14
85,login,2024-02-12
85,feature_B,2024-02-29
85,feature_B,2024-02-25
86,feature_A,2024-02-17
86,feature_C,2024-03-17
86,login,2024-03-11
86,login,2024-02-10
86,feature_B,2024-02-16
86,feature_C,2024-03-09
86,feature_A,2024-02-17
86,feature_B,2024-02-28
86,feature_C,2024-02-18
86,feature_B,2024-03-18
86,feature_B,2024-03-16
86,feature_C,2024-03-11
86,feature_B,2024-03-24
86,login,2024-03-09
86,feature_B,2024-03-02
87,feature_C,2024-02-08
87,feature_B,2024-03-09
87,login,2024-03-16
87,feature_C,2024-03-10
87,feature_A,2024-02-17
87,feature_C,2024-02-04
87,feature_C,2024-02-11
87,feature_A,2024-02-10
87,login,2024-02-03
87,login,2024-02-13
87,feature_B,2024-02-29
87,feature_A,2024-02-27
87,feature_A,2024-02-27
88,feature_C,2024-02-09
88,feature_A,2024-01-11
88,feature_A,2024-02-10
88,feature_B,2024-02-12
88,feature_C,2024-02-19
88,feature_C,2024-02-10
88,feature_A,2024-01-28
88,feature_B,2024-02-06
88,feature_B,2024-02-11
89,feature_B,2024-04-09
89,feature_C,2024-04-05
89,feature_A,2024-03-09
89,feature_B,2024-03-14
89,feature_B,2024-03-11
89,feature_A,2024-03-15
89,feature_C,2024-04-10
89,feature_C,2024-03-17
89,feature_B,2024-03-19
89,login,2024-03-15
89,feature_C,2024-04-02
89,feature_B,2024-03-22
89,feature_B,2024-03-06
90,login,2024-02-03
90,feature_C,2024-02-07
90,feature_B,2024-02-26
91,feature_A,2024-02-15
91,feature_B,2024-01-28
91,feature_B,2024-02-20
91,login,2024-01-24
91,feature_A,2024-02-24
91,login,2024-01-31
91,feature_A,2024-02-27
91,feature_A,2024-02-25
91,login,2024-01-19
91,feature_B,2024-02-11
91,feature_C,2024-03-01
91,feature_A,2024-01-22
91,feature_A,2024-01-16
91,feature_C,2024-02-11
92,feature_A,2024-02-16
92,feature_B,2024-01-24
92,login,2024-01-24
92,feature_A,2024-01-11
92,login,2024-02-09
92,feature_C,2024-01-17
92,login,2024-01-17
92,feature_C,2024-01-31
92,feature_B,2024-01-17
92,login,2024-01-08
93,login,2024-03-29
93,feature_B,2024-03-14
93,feature_C,2024-03-22
93,feature_C,2024-03-01
93,feature_A,2024-03-10
93,feature_B,2024-02-29
93,feature_C,2024-03-03
94,feature_A,2024-03-05
94,feature_B,2024-02-18
94,feature_A,2024-03-07
94,feature_C,2024-02-29
94,feature_B,2024-03-16
94,feature_C,2024-02-23
94,login,2024-03-31
94,feature_A,2024-02-29
94,feature_B,2024-03-19
94,login,2024-03-04
94,feature_C,2024-03-05
94,feature_C,2024-03-04
94,feature_B,2024-03-06
95,login,2024-02-15
95,feature_B,2024-01-25
95,feature_A,2024-02-22
95,login,2024-01-12
95,feature_B,2024-02-07
95,feature_C,2024-01-19
95,feature_B,2024-02-21
96,feature_B,2024-03-08
96,feature_A,2024-03-24
96,feature_A,2024-03-15
96,feature_A,2024-03-31
96,feature_B,2024-03-30
96,feature_C,2024-03-27
96,feature_A,2024-04-04
96,login,2024-03-16
96,feature_C,2024-04-03
96,feature_B,2024-04-03
96,login,2024-03-05
96,feature_A,2024-03-04
96,feature_A,2024-04-06
96,feature_B,2024-03-11
97,login,2024-02-14
97,feature_A,2024-02-29
97,feature_C,2024-03-02
97,feature_C,2024-01-22
97,feature_C,2024-01-20
97,feature_C,2024-01-25
97,login,2024-02-15
97,feature_C,2024-02-21
97,feature_B,2024-02-29
97,feature_C,2024-01-18
97,login,2024-02-02
98,login,2024-01-27
98,feature_C,2024-01-16
98,login,2024-02-05
98,login,2024-02-17
98,feature_C,2024-01-18
98,feature_B,2024-01-16
98,feature_A,2024-02-09
98,feature_C,2024-01-22
98,feature_C,2024-02-06
98,feature_C,2024-02-11
98,login,2024-02-07
98,feature_A,2024-02-26
98,feature_B,2024-02-24
98,feature_A,2024-01-21
99,feature_A,2024-03-11
99,login,2024-02-29
99,feature_B,2024-02-16
99,feature_C,2024-03-15
99,feature_C,2024-03-20
99,feature_A,2024-02-29
99,feature_B,2024-03-15
99,feature_B,2024-02-24
99,login,2024-02-27
99,feature_C,2024-02-17
99,login,2024-03-25
100,login,2024-02-08
100,login,2024-02-01
100,login,2024-02-23
100,login,2024-02-10
100,feature_C,2024-02-20
100,feature_A,2024-02-09
101,feature_A,2024-02-01
101,feature_B,2024-03-01
101,feature_B,2024-02-12
101,feature_B,2024-03-05
101,feature_B,2024-02-13
101,feature_A,2024-02-07
101,feature_B,2024-02-24
101,login,2024-02-15
101,feature_A,2024-03-04
101,feature_C,2024-03-09
101,feature_C,2024-03-04
101,feature_B,2024-02-01
101,feature_C,2024-03-10
101,feature_B,2024-03-02
101,feature_C,2024-03-13
102,feature_B,2024-01-17
102,feature_A,2024-02-01
102,feature_C,2024-02-11
102,feature_A,2024-01-23
102,feature_A,2024-01-27
102,login,2024-02-06
102,feature_C,2024-02-12
102,feature_A,2024-02-03
102,feature_A,2024-02-01
103,feature_B,2024-01-28
103,login,2024-02-25
103,feature_B,2024-02-12
103,feature_A,2024-01-20
103,feature_B,2024-01-18
103,login,2024-02-08
103,feature_A,2024-01-19
104,feature_A,2024-02-28
104,feature_A,2024-02-21
104,feature_B,2024-02-12
104,feature_A,2024-01-22
104,login,2024-02-03
104,feature_A,2024-02-21
104,feature_A,2024-03-06
104,feature_A,2024-02-16
104,feature_B,2024-02-26
104,feature_C,2024-02-09
104,feature_B,2024-02-20
104,feature_B,2024-02-10
104,feature_C,2024-02-14
104,login,2024-02-20
104,feature_B,2024-02-21
105,feature_B,2024-03-01
105,login,2024-03-04
105,feature_A,2024-03-14
105,login,2024-02-16
105,feature_C,2024-02-23
105,feature_A,2024-02-25
106,feature_A,2024-02-28
106,feature_A,2024-03-02
106,feature_B,2024-03-09
106,feature_C,2024-02-23
106,feature_C,2024-03-19
106,feature_A,2024-03-07
107,feature_A,2024-01-23
107,feature_C,2024-01-09
107,login,2024-01-12
107,login,2024-02-03
107,login,2024-01-05
107,feature_C,2024-01-01
107,feature_A,2024-01-09
107,feature_A,2024-01-05
107,feature_A,2024-01-01
107,feature_C,2024-02-02
107,login,2024-01-24
107,feature_C,2024-02-09
107,feature_C,2024-02-12
107,login,2024-01-02
108,feature_C,2024-03-21
108,login,2024-02-15
108,feature_B,2024-03-19
108,feature_B,2024-03-20
108,feature_C,2024-02-16
108,login,2024-02-26
108,feature_A,2024-02-21
108,feature_A,2024-03-01
108,feature_B,2024-03-25
108,feature_B,2024-03-08
108,login,2024-03-11
109,feature_C,2024-02-09
109,feature_A,2024-02-20
109,feature_A,2024-02-28
109,login,2024-02-03
109,login,2024-02-25
109,feature_C,2024-01-20
109,feature_C,2024-02-08
109,feature_C,2024-02-19
110,login,2024-04-07
